Transaction_ID,Date,Customer_Name,Email,Phone_Number,Address,Credit_Card,Category,Amount,Payment_Method
TXN-10161,2025-09-16,Michael Jones,michael.jones58@company.net,555-220-4882,"981 Park Ave, Chicago, USA",4754-4588-2499-9282,Home & Garden,1016.79,Credit Card
TXN-10162,2025-05-17,Robert Smith,robert.smith89@company.net,555-685-2991,"959 Park Ave, Chicago, USA",4683-7667-3458-5624,Automotive,1206.4,Debit Card
TXN-10163,2025-05-14,Linda Garcia,linda.garcia84@hotmail.com,555-414-1501,"319 Park Ave, New York, USA",4667-3554-2608-7233,Fashion,503.06,PayPal
TXN-10164,2025-04-23,Emily Davis,emily.davis98@gmail.com,555-156-5777,"30 Oak Ln, Houston, USA",4464-5866-2562-2665,Electronics,845.23,Credit Card
TXN-10165,2025-04-10,David Brown,david.brown86@hotmail.com,555-857-3444,"845 Cedar Dr, Los Angeles, USA",4924-3888-2838-3022,Home & Garden,526.27,Credit Card
TXN-10166,2025-08-21,Emily Jones,emily.jones7@gmail.com,555-799-7656,"275 Oak Ln, Chicago, USA",4411-5993-1144-1031,Electronics,1254.78,PayPal
TXN-10167,2025-01-22,David Brown,david.brown23@company.net,555-570-5847,"620 Park Ave, Houston, USA",4041-2100-6781-4355,Sports,525.25,Bank Transfer
TXN-10168,2025-11-26,Emily Smith,emily.smith61@gmail.com,555-317-3171,"322 Main St, Los Angeles, USA",4468-2309-2235-9715,Books,954.28,Debit Card
TXN-10169,2025-06-23,Daniel Miller,daniel.miller76@gmail.com,555-297-5812,"348 Pine St, Chicago, USA",4304-4682-2054-1389,Electronics,134.06,PayPal
TXN-10170,2025-12-13,Jane Rodriguez,jane.rodriguez72@gmail.com,555-555-3845,"287 Broadway, Phoenix, USA",4541-7248-7591-4071,Toys & Games,138.67,Bank Transfer
TXN-10171,2025-09-10,Michael Jones,michael.jones89@gmail.com,555-103-1206,"20 Pine St, Houston, USA",4506-5663-3306-1719,Automotive,60.92,Debit Card
TXN-10172,2025-09-26,Emily Garcia,emily.garcia69@yahoo.com,555-817-8196,"23 Broadway, Chicago, USA",4484-5250-7494-5306,Automotive,1252.06,Debit Card
TXN-10173,2025-07-22,Daniel Garcia,daniel.garcia81@hotmail.com,555-659-1672,"710 Main St, Phoenix, USA",4930-9173-6848-4996,Sports,686.08,PayPal
TXN-10174,2025-08-02,Sarah Johnson,sarah.johnson73@yahoo.com,555-552-4541,"536 Broadway, New York, USA",4666-6574-5912-4046,Books,1259.45,Credit Card
TXN-10175,2025-10-12,Daniel Smith,daniel.smith9@company.net,555-387-5542,"528 Broadway, Los Angeles, USA",4804-1123-6841-4221,Electronics,1257.55,Bank Transfer
TXN-10176,2025-04-14,John Williams,john.williams60@yahoo.com,555-841-2708,"860 Park Ave, Houston, USA",4400-2954-3462-7042,Sports,1376.16,PayPal
TXN-10177,2025-06-14,Laura Jones,laura.jones42@hotmail.com,555-548-3120,"791 Cedar Dr, Los Angeles, USA",4330-6500-3675-5475,Home & Garden,358.32,Debit Card
TXN-10178,2025-09-11,Daniel Martinez,daniel.martinez15@company.net,555-356-9587,"179 Pine St, Los Angeles, USA",4535-2079-4085-6040,Toys & Games,1195.17,Credit Card
TXN-10179,2025-12-20,Jane Miller,jane.miller8@hotmail.com,555-911-8793,"810 Oak Ln, New York, USA",4560-1700-8699-4127,Fashion,1051.23,Credit Card
TXN-10180,2025-05-09,David Rodriguez,david.rodriguez74@hotmail.com,555-612-9433,"257 Park Ave, Chicago, USA",4327-6043-9498-6159,Fashion,1474.88,Debit Card
TXN-10181,2025-07-15,Michael Williams,michael.williams70@hotmail.com,555-653-2047,"695 Main St, Los Angeles, USA",4175-7862-6218-3574,Electronics,767.79,Bank Transfer
TXN-10182,2025-02-15,Sarah Johnson,sarah.johnson82@yahoo.com,555-248-5559,"772 Oak Ln, Chicago, USA",4248-1342-4681-5256,Home & Garden,1114.3,Debit Card
TXN-10183,2025-11-04,Daniel Miller,daniel.miller42@yahoo.com,555-188-8270,"561 Oak Ln, Houston, USA",4422-8632-3951-5931,Home & Garden,936.77,Debit Card
TXN-10184,2025-10-23,Emily Miller,emily.miller95@yahoo.com,555-304-5239,"29 Main St, New York, USA",4759-9676-4196-9719,Sports,999.88,Credit Card
TXN-10185,2025-01-14,Jane Johnson,jane.johnson71@company.net,555-459-4559,"713 Park Ave, Phoenix, USA",4019-8983-8401-1524,Fashion,809.07,PayPal
TXN-10186,2025-12-26,Laura Garcia,laura.garcia35@hotmail.com,555-568-1360,"207 Park Ave, Phoenix, USA",4304-2979-4317-8847,Books,943.28,Bank Transfer
TXN-10187,2025-11-27,Daniel Smith,daniel.smith62@yahoo.com,555-823-7703,"399 Park Ave, Phoenix, USA",4553-5711-7323-7317,Electronics,815.39,Credit Card
TXN-10188,2025-05-12,Sarah Smith,sarah.smith61@company.net,555-916-4696,"399 Main St, Houston, USA",4925-7454-2650-2752,Electronics,590.69,Bank Transfer
TXN-10189,2025-11-19,Robert Johnson,robert.johnson67@yahoo.com,555-290-5164,"107 Park Ave, New York, USA",4465-1844-4514-6711,Electronics,1444.6,Bank Transfer
TXN-10190,2025-02-10,Michael Rodriguez,michael.rodriguez33@hotmail.com,555-162-1941,"251 Pine St, Chicago, USA",4898-1236-5825-2332,Fashion,1048.18,Debit Card
TXN-10191,2025-11-26,Sarah Garcia,sarah.garcia77@yahoo.com,555-811-3660,"488 Pine St, Phoenix, USA",4848-8695-1978-3914,Automotive,254.08,PayPal
TXN-10192,2025-04-24,David Garcia,david.garcia98@yahoo.com,555-162-9240,"448 Oak Ln, Los Angeles, USA",4800-2874-4821-1209,Fashion,1297.31,Credit Card
TXN-10193,2025-12-28,Daniel Williams,daniel.williams23@hotmail.com,555-824-6358,"193 Pine St, Los Angeles, USA",4348-7417-3240-9587,Toys & Games,923.51,Credit Card
TXN-10194,2025-01-12,Robert Jones,robert.jones54@yahoo.com,555-534-5378,"236 Main St, Chicago, USA",4857-6770-3953-8894,Fashion,250.49,Bank Transfer
TXN-10195,2025-08-07,David Rodriguez,david.rodriguez25@yahoo.com,555-761-4342,"78 Pine St, Los Angeles, USA",4219-7857-1868-3971,Automotive,1201.9,Bank Transfer
TXN-10196,2025-11-01,Daniel Williams,daniel.williams9@company.net,555-921-6934,"741 Oak Ln, Phoenix, USA",4971-8878-5155-6053,Fashion,236.65,Debit Card
TXN-10197,2025-06-22,Linda Smith,linda.smith35@yahoo.com,555-736-2275,"91 Oak Ln, Los Angeles, USA",4227-8032-1650-8786,Fashion,993.45,Credit Card
TXN-10198,2025-06-08,David Miller,david.miller87@company.net,555-682-8229,"297 Broadway, Los Angeles, USA",4199-1768-2113-6222,Toys & Games,699.97,Debit Card
TXN-10199,2025-08-28,Michael Jones,michael.jones51@yahoo.com,555-701-3082,"310 Park Ave, Chicago, USA",4859-4704-2462-1256,Electronics,1312.9,Bank Transfer
TXN-10200,2025-09-06,Emily Brown,emily.brown74@yahoo.com,555-633-1440,"423 Main St, Phoenix, USA",4428-6976-1918-7263,Toys & Games,1494.8,Debit Card
TXN-10201,2025-10-03,Sarah Williams,sarah.williams26@company.net,555-816-2911,"522 Cedar Dr, Chicago, USA",4367-2538-6453-4430,Electronics,939.0,Credit Card
TXN-10202,2025-12-31,Linda Rodriguez,linda.rodriguez32@gmail.com,555-766-3583,"563 Park Ave, New York, USA",4678-3802-4680-4031,Fashion,1378.58,Bank Transfer
TXN-10203,2025-10-09,Robert Miller,robert.miller25@gmail.com,555-697-8250,"338 Oak Ln, Houston, USA",4618-9686-1603-8261,Electronics,1059.23,Credit Card
TXN-10204,2025-02-14,Robert Jones,robert.jones71@company.net,555-905-3961,"681 Pine St, Chicago, USA",4558-4020-6469-1487,Home & Garden,1099.67,PayPal
TXN-10205,2025-06-12,Daniel Brown,daniel.brown77@gmail.com,555-712-5464,"739 Pine St, Chicago, USA",4173-6640-3560-8161,Automotive,1488.81,Credit Card
TXN-10206,2025-11-02,Sarah Brown,sarah.brown97@yahoo.com,555-202-3581,"843 Park Ave, Los Angeles, USA",4611-7075-1692-4553,Toys & Games,1145.83,Credit Card
TXN-10207,2025-03-22,Michael Miller,michael.miller17@yahoo.com,555-438-3826,"32 Park Ave, Phoenix, USA",4968-9979-7447-5220,Toys & Games,626.89,Credit Card
TXN-10208,2025-06-12,Daniel Martinez,daniel.martinez53@hotmail.com,555-141-3053,"727 Park Ave, New York, USA",4825-8172-9293-3671,Books,151.23,Debit Card
TXN-10209,2025-12-23,David Jones,david.jones99@hotmail.com,555-637-3419,"688 Cedar Dr, Phoenix, USA",4731-9749-4165-6092,Automotive,794.06,Debit Card
TXN-10210,2025-10-16,Michael Miller,michael.miller40@company.net,555-477-8771,"202 Pine St, Phoenix, USA",4801-8091-5580-5979,Books,1183.49,Credit Card
TXN-10211,2025-03-22,John Johnson,john.johnson46@yahoo.com,555-729-9677,"652 Broadway, Chicago, USA",4353-5949-9276-8723,Books,934.76,Credit Card
TXN-10212,2025-08-23,John Miller,john.miller81@gmail.com,555-776-4590,"52 Pine St, Chicago, USA",4212-3896-6257-4911,Home & Garden,657.59,Bank Transfer
TXN-10213,2025-10-10,Jane Miller,jane.miller71@yahoo.com,555-730-7860,"190 Pine St, Phoenix, USA",4279-7953-8720-1494,Automotive,1182.02,Bank Transfer
TXN-10214,2025-10-14,Emily Rodriguez,emily.rodriguez99@gmail.com,555-983-9469,"943 Broadway, Houston, USA",4474-5807-5461-1138,Toys & Games,498.81,Credit Card
TXN-10215,2025-10-30,Robert Smith,robert.smith5@hotmail.com,555-204-3044,"308 Oak Ln, Houston, USA",4007-9333-7985-7492,Sports,1293.72,Bank Transfer
TXN-10216,2025-07-21,David Rodriguez,david.rodriguez17@gmail.com,555-442-4032,"248 Cedar Dr, Chicago, USA",4261-3231-4447-4794,Toys & Games,948.0,PayPal
TXN-10217,2025-10-05,John Brown,john.brown72@gmail.com,555-751-6689,"460 Broadway, Chicago, USA",4358-2204-7464-9153,Home & Garden,1498.13,PayPal
TXN-10218,2025-01-16,Linda Smith,linda.smith37@company.net,555-593-6909,"973 Park Ave, Los Angeles, USA",4295-2365-1908-9635,Fashion,433.51,Debit Card
TXN-10219,2025-09-27,Emily Garcia,emily.garcia74@hotmail.com,555-316-7197,"762 Park Ave, Chicago, USA",4809-7018-6319-8988,Fashion,344.03,PayPal
TXN-10220,2025-09-20,Laura Brown,laura.brown93@hotmail.com,555-245-2328,"72 Cedar Dr, Los Angeles, USA",4821-4830-5708-6688,Home & Garden,1455.23,Debit Card
TXN-10221,2025-03-17,Linda Johnson,linda.johnson83@hotmail.com,555-414-8292,"151 Main St, Los Angeles, USA",4739-1873-2720-2211,Books,381.84,Debit Card
TXN-10222,2025-10-05,Sarah Johnson,sarah.johnson32@hotmail.com,555-567-7740,"641 Main St, New York, USA",4571-8913-3925-6385,Automotive,1185.58,PayPal
TXN-10223,2025-05-22,Daniel Miller,daniel.miller24@gmail.com,555-961-7782,"929 Broadway, Houston, USA",4845-7536-6119-6294,Fashion,538.61,Credit Card
TXN-10224,2025-07-15,Linda Miller,linda.miller82@yahoo.com,555-899-5826,"912 Main St, Chicago, USA",4479-2678-2879-9708,Sports,1378.12,Bank Transfer
TXN-10225,2025-03-26,Laura Williams,laura.williams10@yahoo.com,555-241-9623,"952 Main St, Chicago, USA",4443-5259-6262-5277,Sports,293.46,PayPal
TXN-10226,2025-01-28,Laura Brown,laura.brown16@hotmail.com,555-912-4466,"976 Oak Ln, Chicago, USA",4344-1536-6419-6859,Sports,853.44,Credit Card
TXN-10227,2025-08-02,Daniel Rodriguez,daniel.rodriguez40@company.net,555-690-4914,"887 Oak Ln, Phoenix, USA",4256-4132-8481-9251,Automotive,1217.31,PayPal
TXN-10228,2025-02-17,Daniel Smith,daniel.smith12@company.net,555-136-7664,"171 Pine St, Houston, USA",4736-7993-8678-7041,Electronics,64.62,PayPal
TXN-10229,2025-09-20,Daniel Miller,daniel.miller17@hotmail.com,555-126-9174,"181 Park Ave, New York, USA",4950-2909-2291-5882,Toys & Games,772.02,Debit Card
TXN-10230,2025-11-13,David Miller,david.miller37@hotmail.com,555-969-2684,"144 Cedar Dr, Houston, USA",4829-6963-7256-2719,Books,202.55,Bank Transfer
TXN-10231,2025-03-17,Jane Rodriguez,jane.rodriguez78@gmail.com,555-926-5022,"43 Main St, Houston, USA",4380-1956-6476-6275,Sports,233.83,PayPal
TXN-10232,2025-08-17,Sarah Williams,sarah.williams95@hotmail.com,555-682-4163,"712 Main St, Chicago, USA",4191-3367-2107-6910,Books,1191.63,Credit Card
TXN-10233,2025-06-05,Emily Martinez,emily.martinez38@yahoo.com,555-650-6714,"221 Broadway, Chicago, USA",4779-2115-7808-5073,Electronics,767.56,Bank Transfer
TXN-10234,2025-05-16,Jane Smith,jane.smith20@gmail.com,555-617-3910,"726 Park Ave, New York, USA",4710-7209-7400-1185,Toys & Games,1095.08,Credit Card
TXN-10235,2025-04-05,David Martinez,david.martinez84@company.net,555-806-2095,"961 Broadway, Chicago, USA",4511-2386-3961-9130,Home & Garden,303.24,PayPal
TXN-10236,2025-12-20,John Jones,john.jones47@yahoo.com,555-537-9732,"715 Pine St, Los Angeles, USA",4168-4303-3349-8529,Sports,451.15,Debit Card
TXN-10237,2025-06-30,Emily Miller,emily.miller90@yahoo.com,555-187-8509,"965 Pine St, Phoenix, USA",4254-7446-8044-6402,Books,126.92,Bank Transfer
TXN-10238,2025-03-14,Linda Brown,linda.brown22@hotmail.com,555-905-5953,"235 Main St, New York, USA",4840-9059-2303-4109,Sports,538.23,PayPal
TXN-10239,2025-06-09,David Davis,david.davis93@company.net,555-137-3777,"213 Broadway, Chicago, USA",4364-5506-3522-7472,Sports,449.2,PayPal
TXN-10240,2025-05-01,David Brown,david.brown63@company.net,555-833-8811,"849 Main St, Los Angeles, USA",4060-3088-1370-6268,Electronics,330.45,PayPal
TXN-10241,2025-03-04,Michael Martinez,michael.martinez40@hotmail.com,555-533-8329,"442 Park Ave, Chicago, USA",4652-3970-8585-5112,Books,1416.44,Bank Transfer
TXN-10242,2025-11-22,Linda Miller,linda.miller74@company.net,555-358-3866,"319 Pine St, New York, USA",4618-2385-4619-2482,Electronics,291.56,Bank Transfer
TXN-10243,2025-07-18,Emily Davis,emily.davis74@company.net,555-184-9251,"595 Cedar Dr, Chicago, USA",4196-3065-7989-7016,Automotive,1155.76,Bank Transfer
TXN-10244,2025-11-02,Sarah Martinez,sarah.martinez81@hotmail.com,555-615-9716,"771 Oak Ln, Phoenix, USA",4186-8614-9690-6755,Home & Garden,351.03,Credit Card
TXN-10245,2025-10-23,Laura Garcia,laura.garcia14@yahoo.com,555-439-2812,"865 Park Ave, Los Angeles, USA",4036-3523-3472-1123,Automotive,305.06,Credit Card
TXN-10246,2025-12-10,Jane Johnson,jane.johnson7@hotmail.com,555-440-2145,"798 Pine St, Los Angeles, USA",4149-5386-8436-6059,Automotive,1131.44,Bank Transfer
TXN-10247,2025-09-14,Daniel Smith,daniel.smith85@company.net,555-638-7268,"45 Cedar Dr, Chicago, USA",4578-4409-3798-7287,Sports,198.53,PayPal
TXN-10248,2025-03-12,Robert Jones,robert.jones22@hotmail.com,555-722-6163,"322 Oak Ln, Houston, USA",4197-4032-4384-6654,Toys & Games,406.53,Bank Transfer
TXN-10249,2025-06-23,Jane Williams,jane.williams19@yahoo.com,555-264-3447,"376 Main St, Los Angeles, USA",4660-1304-5787-5056,Toys & Games,652.35,PayPal
TXN-10250,2025-03-08,John Rodriguez,john.rodriguez11@yahoo.com,555-571-6760,"92 Pine St, Chicago, USA",4588-7334-6063-6466,Electronics,491.68,Debit Card
TXN-10251,2025-09-10,Emily Williams,emily.williams31@company.net,555-718-1957,"10 Oak Ln, Los Angeles, USA",4353-8660-8466-3137,Fashion,693.14,Bank Transfer
TXN-10252,2025-07-18,David Johnson,david.johnson49@gmail.com,555-154-4199,"44 Main St, Los Angeles, USA",4902-8937-2289-7552,Fashion,1492.46,PayPal
TXN-10253,2025-07-11,Linda Smith,linda.smith83@company.net,555-703-1667,"616 Oak Ln, Los Angeles, USA",4369-1957-5763-3237,Toys & Games,276.6,Debit Card
TXN-10254,2025-12-22,Emily Martinez,emily.martinez81@hotmail.com,555-153-5997,"393 Broadway, New York, USA",4444-5361-4951-1025,Sports,932.58,Credit Card
TXN-10255,2025-08-20,Emily Jones,emily.jones40@gmail.com,555-986-9700,"141 Main St, Phoenix, USA",4685-4140-4787-1939,Automotive,783.9,Debit Card
TXN-10256,2025-09-13,Michael Johnson,michael.johnson92@company.net,555-839-9402,"828 Main St, Los Angeles, USA",4339-7548-8464-5669,Sports,1211.12,Debit Card
TXN-10257,2025-02-13,Jane Jones,jane.jones46@hotmail.com,555-189-3616,"556 Broadway, Chicago, USA",4472-2042-9816-5482,Sports,230.58,PayPal
TXN-10258,2025-12-01,David Williams,david.williams30@company.net,555-284-8859,"606 Oak Ln, Phoenix, USA",4960-2131-1893-1260,Automotive,49.86,PayPal
TXN-10259,2025-10-18,Sarah Martinez,sarah.martinez82@hotmail.com,555-565-6015,"804 Park Ave, Houston, USA",4359-6522-9055-8017,Toys & Games,106.67,Bank Transfer
TXN-10260,2025-04-06,Emily Brown,emily.brown9@company.net,555-970-6897,"843 Cedar Dr, Los Angeles, USA",4542-3455-6602-5087,Home & Garden,1245.4,Credit Card
TXN-10261,2025-08-17,John Davis,john.davis9@hotmail.com,555-565-7776,"261 Park Ave, Phoenix, USA",4052-5358-4452-9480,Toys & Games,596.48,Debit Card
TXN-10262,2025-07-19,Linda Smith,linda.smith26@gmail.com,555-225-2941,"760 Pine St, Los Angeles, USA",4692-9614-6620-6642,Toys & Games,120.08,PayPal
TXN-10263,2025-04-28,Michael Smith,michael.smith16@yahoo.com,555-895-6322,"585 Pine St, Los Angeles, USA",4534-4450-7904-6148,Automotive,1069.56,PayPal
TXN-10264,2025-04-04,John Martinez,john.martinez91@hotmail.com,555-461-7648,"265 Oak Ln, Los Angeles, USA",4377-1474-5694-1518,Home & Garden,370.67,Credit Card
TXN-10265,2025-02-11,Emily Williams,emily.williams76@company.net,555-665-3504,"580 Park Ave, Los Angeles, USA",4277-9958-6306-3290,Fashion,242.18,Debit Card
TXN-10266,2025-01-09,David Smith,david.smith62@hotmail.com,555-479-6713,"522 Broadway, Phoenix, USA",4549-4187-6178-5644,Electronics,1116.35,PayPal
TXN-10267,2025-06-15,Emily Miller,emily.miller51@gmail.com,555-416-8087,"971 Broadway, Phoenix, USA",4591-3355-4288-3745,Toys & Games,431.97,PayPal
TXN-10268,2025-01-17,Robert Smith,robert.smith32@gmail.com,555-523-9092,"195 Pine St, New York, USA",4845-4634-1631-8611,Sports,1290.16,Debit Card
TXN-10269,2025-12-30,Michael Martinez,michael.martinez48@yahoo.com,555-975-4952,"354 Broadway, Los Angeles, USA",4205-7066-9397-3778,Sports,359.39,PayPal
TXN-10270,2025-10-17,Jane Johnson,jane.johnson22@company.net,555-174-5636,"300 Cedar Dr, Houston, USA",4152-8730-3392-6539,Toys & Games,699.22,PayPal
TXN-10271,2025-03-17,David Martinez,david.martinez66@company.net,555-650-3877,"262 Cedar Dr, Houston, USA",4427-2687-4094-5164,Toys & Games,296.44,Debit Card
TXN-10272,2025-06-21,John Miller,john.miller17@hotmail.com,555-478-2338,"281 Oak Ln, Houston, USA",4027-3766-2036-3672,Automotive,645.73,PayPal
TXN-10273,2025-01-29,David Smith,david.smith88@hotmail.com,555-898-3940,"799 Oak Ln, Chicago, USA",4958-8941-4106-8258,Automotive,310.18,Credit Card
TXN-10274,2025-03-30,Emily Jones,emily.jones37@company.net,555-311-9453,"869 Park Ave, Los Angeles, USA",4792-4852-7949-5765,Automotive,268.97,Bank Transfer
TXN-10275,2025-12-23,Linda Williams,linda.williams87@yahoo.com,555-919-8273,"986 Park Ave, New York, USA",4099-1742-9880-7051,Fashion,1110.77,PayPal
TXN-10276,2025-10-08,Linda Johnson,linda.johnson34@gmail.com,555-890-1750,"966 Park Ave, Los Angeles, USA",4829-4479-1376-4598,Fashion,404.91,Bank Transfer
TXN-10277,2025-11-25,Linda Davis,linda.davis85@gmail.com,555-363-4782,"325 Park Ave, Phoenix, USA",4983-9299-6747-8842,Sports,699.57,Bank Transfer
TXN-10278,2025-11-02,Emily Williams,emily.williams38@hotmail.com,555-261-5942,"329 Oak Ln, Los Angeles, USA",4415-3742-4579-6268,Automotive,246.42,PayPal
TXN-10279,2025-03-24,Laura Garcia,laura.garcia19@yahoo.com,555-493-6628,"905 Cedar Dr, New York, USA",4868-6939-5513-9923,Automotive,1223.18,Debit Card
TXN-10280,2025-07-29,Daniel Martinez,daniel.martinez79@hotmail.com,555-308-6826,"10 Broadway, Chicago, USA",4809-8749-7980-8671,Home & Garden,109.21,Bank Transfer
TXN-10281,2025-03-09,Jane Smith,jane.smith15@yahoo.com,555-308-9004,"754 Park Ave, Chicago, USA",4882-1277-6997-8056,Toys & Games,848.78,PayPal
TXN-10282,2025-06-17,Jane Jones,jane.jones3@company.net,555-312-8385,"864 Main St, New York, USA",4189-5843-3828-4160,Toys & Games,1025.23,Debit Card
TXN-10283,2025-01-27,Daniel Jones,daniel.jones87@gmail.com,555-754-9479,"357 Cedar Dr, Houston, USA",4349-5034-8888-6131,Automotive,739.55,PayPal
TXN-10284,2025-06-14,Emily Martinez,emily.martinez99@yahoo.com,555-394-3698,"81 Broadway, Phoenix, USA",4697-4800-8739-7261,Fashion,198.53,Bank Transfer
TXN-10285,2025-07-16,Emily Rodriguez,emily.rodriguez73@yahoo.com,555-386-2194,"400 Broadway, Chicago, USA",4744-3015-4211-4140,Books,82.23,PayPal
TXN-10286,2025-03-13,David Johnson,david.johnson38@company.net,555-329-1919,"342 Park Ave, Los Angeles, USA",4890-6793-2252-7060,Books,184.94,Credit Card
TXN-10287,2025-10-19,David Miller,david.miller76@yahoo.com,555-283-6890,"435 Broadway, Chicago, USA",4029-7171-7604-5134,Sports,885.8,PayPal
TXN-10288,2025-03-16,Emily Miller,emily.miller85@company.net,555-393-4295,"544 Pine St, Phoenix, USA",4947-1701-2187-9503,Automotive,662.71,Debit Card
TXN-10289,2025-01-29,Daniel Martinez,daniel.martinez78@yahoo.com,555-931-7655,"15 Cedar Dr, Chicago, USA",4427-4891-1785-7473,Toys & Games,32.21,Bank Transfer
TXN-10290,2025-09-04,David Davis,david.davis56@company.net,555-208-3393,"191 Cedar Dr, Houston, USA",4217-6502-9366-3892,Books,696.06,Credit Card
TXN-10291,2025-03-18,Linda Jones,linda.jones47@gmail.com,555-959-1513,"262 Cedar Dr, Houston, USA",4173-3376-6794-8745,Electronics,342.96,Debit Card
TXN-10292,2025-06-11,Jane Rodriguez,jane.rodriguez7@yahoo.com,555-602-3558,"912 Main St, Phoenix, USA",4895-8461-8414-9178,Books,1140.72,Credit Card
TXN-10293,2025-02-23,Linda Garcia,linda.garcia48@yahoo.com,555-639-5858,"528 Park Ave, Los Angeles, USA",4394-6431-1685-4164,Sports,1052.97,PayPal
TXN-10294,2025-01-22,Daniel Davis,daniel.davis38@yahoo.com,555-349-6207,"596 Pine St, Chicago, USA",4384-2262-5018-1190,Sports,554.29,Bank Transfer
TXN-10295,2025-02-26,Sarah Garcia,sarah.garcia26@hotmail.com,555-854-5205,"444 Pine St, Los Angeles, USA",4480-1059-4200-5149,Toys & Games,1314.77,Credit Card
TXN-10296,2025-11-06,Laura Miller,laura.miller91@gmail.com,555-875-3069,"637 Oak Ln, Los Angeles, USA",4056-2710-5524-9503,Books,127.68,PayPal
TXN-10297,2025-03-11,Jane Williams,jane.williams49@company.net,555-370-7617,"675 Oak Ln, Los Angeles, USA",4810-2611-1489-1967,Automotive,395.4,Debit Card
TXN-10298,2025-07-16,Daniel Jones,daniel.jones60@gmail.com,555-437-8183,"933 Park Ave, Chicago, USA",4868-8594-2084-2020,Books,1243.38,Debit Card
TXN-10299,2025-10-13,Sarah Jones,sarah.jones99@hotmail.com,555-132-5553,"98 Broadway, Chicago, USA",4810-2583-7574-5566,Electronics,290.26,Debit Card
TXN-10300,2025-05-03,Jane Jones,jane.jones98@yahoo.com,555-189-4237,"619 Pine St, Los Angeles, USA",4766-5688-9377-2040,Fashion,1181.33,Bank Transfer
TXN-10301,2025-05-19,Jane Johnson,jane.johnson51@hotmail.com,555-833-3501,"665 Oak Ln, Houston, USA",4394-9870-2088-3532,Automotive,898.58,Credit Card
TXN-10302,2025-11-04,Daniel Miller,daniel.miller58@gmail.com,555-978-2364,"433 Cedar Dr, Los Angeles, USA",4538-1046-3649-1087,Toys & Games,722.39,Debit Card
TXN-10303,2025-08-07,David Garcia,david.garcia80@company.net,555-430-7849,"930 Park Ave, Chicago, USA",4321-6416-6956-9570,Sports,1105.43,Bank Transfer
TXN-10304,2025-11-07,Jane Martinez,jane.martinez7@hotmail.com,555-851-8100,"24 Park Ave, Houston, USA",4623-8548-2385-5374,Books,362.93,Debit Card
TXN-10305,2025-10-04,John Davis,john.davis76@hotmail.com,555-607-9909,"788 Cedar Dr, Los Angeles, USA",4216-1685-1767-2121,Books,1438.95,Debit Card
TXN-10306,2025-03-01,Emily Johnson,emily.johnson6@yahoo.com,555-113-2442,"42 Main St, New York, USA",4416-3681-3942-2655,Sports,557.79,Bank Transfer
TXN-10307,2025-07-13,Emily Brown,emily.brown40@hotmail.com,555-959-5844,"366 Oak Ln, Phoenix, USA",4579-3269-8878-5142,Automotive,1092.7,Credit Card
TXN-10308,2025-01-22,Linda Smith,linda.smith12@yahoo.com,555-794-9648,"376 Pine St, Chicago, USA",4573-3286-3231-8392,Automotive,1138.86,Debit Card
TXN-10309,2025-04-14,John Garcia,john.garcia67@yahoo.com,555-412-8071,"681 Oak Ln, Phoenix, USA",4650-5694-3189-5691,Automotive,1353.25,Bank Transfer
TXN-10310,2025-04-08,Daniel Jones,daniel.jones9@yahoo.com,555-989-6425,"544 Broadway, New York, USA",4120-8344-2430-7667,Automotive,1119.46,Debit Card
TXN-10311,2025-09-11,Robert Miller,robert.miller64@gmail.com,555-152-5130,"912 Pine St, Chicago, USA",4606-6905-1290-1480,Books,539.89,Bank Transfer
TXN-10312,2025-01-15,Daniel Miller,daniel.miller69@company.net,555-880-2143,"166 Oak Ln, Los Angeles, USA",4376-6513-6828-2761,Electronics,1185.66,PayPal
TXN-10313,2025-12-19,Linda Jones,linda.jones59@hotmail.com,555-447-6323,"746 Broadway, Phoenix, USA",4027-6423-1489-8022,Electronics,526.63,Bank Transfer
TXN-10314,2025-11-21,Michael Martinez,michael.martinez66@company.net,555-701-7193,"454 Pine St, Phoenix, USA",4618-6639-6213-4359,Fashion,900.33,Bank Transfer
TXN-10315,2025-02-22,Jane Davis,jane.davis43@company.net,555-337-4697,"568 Pine St, Houston, USA",4480-7765-1907-4627,Automotive,397.71,Credit Card
TXN-10316,2025-08-30,Laura Jones,laura.jones50@hotmail.com,555-902-5781,"531 Broadway, Houston, USA",4393-1488-2514-6866,Home & Garden,707.74,Bank Transfer
TXN-10317,2025-08-10,Laura Brown,laura.brown32@gmail.com,555-914-9735,"901 Main St, Houston, USA",4264-8422-4844-7471,Fashion,1265.51,Bank Transfer
TXN-10318,2025-03-05,Sarah Williams,sarah.williams21@gmail.com,555-763-2480,"655 Cedar Dr, New York, USA",4637-5477-1338-8388,Home & Garden,632.21,PayPal
TXN-10319,2025-09-04,Linda Rodriguez,linda.rodriguez14@gmail.com,555-518-1165,"550 Broadway, Los Angeles, USA",4553-9384-9618-8382,Electronics,822.23,Bank Transfer
TXN-10320,2025-02-03,Jane Jones,jane.jones28@hotmail.com,555-543-2745,"216 Pine St, New York, USA",4520-7857-4528-2692,Sports,266.83,Credit Card
