Transaction_ID,Date,Customer_ID,Customer_Name,Email,Phone_Number,Address,City,Country,Credit_Card,Category,Amount,Payment_Method
TXN-10148,2025-02-23,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Toys & Games,208.55,Debit Card
TXN-10149,2025-01-23,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Electronics,1440.63,Bank Transfer
TXN-10150,2025-11-12,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Home & Garden,50.36,Bank Transfer
TXN-10151,2025-03-30,CUST-5820,Sarah Davis,sarah.davis94@company.net,555-780-2894,885 Broadway,New York,USA,4780-2146-7646-8437,Fashion,196.34,Bank Transfer
TXN-10152,2025-07-19,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Electronics,241.7,Bank Transfer
TXN-10153,2025-12-13,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Electronics,70.75,Debit Card
TXN-10154,2025-04-02,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Books,126.69,PayPal
TXN-10155,2025-07-24,CUST-9374,Michael Brown,michael.brown42@yahoo.com,555-489-5237,810 Park Ave,Phoenix,USA,4487-4633-2446-8343,Sports,1075.65,PayPal
TXN-10156,2025-01-30,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Electronics,157.66,Credit Card
TXN-10157,2025-12-30,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Books,637.3,Credit Card
TXN-10158,2025-11-18,CUST-1827,Daniel Johnson,daniel.johnson85@hotmail.com,555-880-2207,856 Pine St,Chicago,USA,4034-2629-1582-6476,Books,982.19,Bank Transfer
TXN-10159,2025-06-19,CUST-4186,Jane Davis,jane.davis70@company.net,555-379-6884,127 Broadway,Chicago,USA,4772-8175-8363-9031,Books,744.84,PayPal
TXN-10160,2025-09-21,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Home & Garden,309.71,Debit Card
TXN-10161,2025-08-19,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Books,969.71,PayPal
TXN-10162,2025-04-26,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Books,1312.61,Bank Transfer
TXN-10163,2025-07-09,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Home & Garden,581.72,PayPal
TXN-10164,2025-04-11,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Toys & Games,497.99,PayPal
TXN-10165,2025-04-24,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Automotive,844.2,Debit Card
TXN-10166,2025-03-06,CUST-4590,Robert Williams,robert.williams55@company.net,555-898-5209,989 Cedar Dr,New York,USA,4137-5338-4402-7571,Automotive,1252.81,Credit Card
TXN-10167,2025-05-26,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Electronics,1003.51,Debit Card
TXN-10168,2025-01-17,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Home & Garden,1406.99,Bank Transfer
TXN-10169,2025-03-12,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Toys & Games,670.74,Debit Card
TXN-10170,2025-05-05,CUST-4590,Robert Williams,robert.williams55@company.net,555-898-5209,989 Cedar Dr,New York,USA,4137-5338-4402-7571,Books,1292.43,Bank Transfer
TXN-10171,2025-05-05,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Electronics,1415.16,Bank Transfer
TXN-10172,2025-08-20,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Electronics,427.04,Debit Card
TXN-10173,2025-01-03,CUST-7905,David Rodriguez,david.rodriguez59@hotmail.com,555-604-5400,786 Oak Ln,Los Angeles,USA,4518-4993-6085-5075,Home & Garden,281.98,Debit Card
TXN-10174,2025-02-28,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Toys & Games,1023.43,Bank Transfer
TXN-10175,2025-10-21,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Sports,128.11,Credit Card
TXN-10176,2025-10-31,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Sports,1234.08,PayPal
TXN-10177,2025-08-15,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Toys & Games,1386.61,Debit Card
TXN-10178,2025-03-11,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Toys & Games,874.8,Credit Card
TXN-10179,2025-10-30,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Sports,134.86,Credit Card
TXN-10180,2025-02-04,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Automotive,944.25,Bank Transfer
TXN-10181,2025-04-08,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Toys & Games,532.77,Credit Card
TXN-10182,2025-07-02,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Fashion,946.42,Credit Card
TXN-10183,2025-11-24,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Electronics,1051.31,Bank Transfer
TXN-10184,2025-08-21,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Home & Garden,1482.83,Bank Transfer
TXN-10185,2025-02-08,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Books,108.76,Debit Card
TXN-10186,2025-05-16,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Electronics,260.05,Debit Card
TXN-10187,2025-12-17,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Sports,1068.41,PayPal
TXN-10188,2025-12-11,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Electronics,1220.1,PayPal
TXN-10189,2025-11-10,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Home & Garden,1058.42,Credit Card
TXN-10190,2025-03-16,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Automotive,1336.06,Debit Card
TXN-10191,2025-09-07,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Automotive,469.5,Bank Transfer
TXN-10192,2025-12-20,CUST-7905,David Rodriguez,david.rodriguez59@hotmail.com,555-604-5400,786 Oak Ln,Los Angeles,USA,4518-4993-6085-5075,Automotive,1417.11,Credit Card
TXN-10193,2025-12-13,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Books,772.99,Bank Transfer
TXN-10194,2025-01-12,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Sports,187.25,Bank Transfer
TXN-10195,2025-08-19,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Books,457.74,Credit Card
TXN-10196,2025-02-01,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Home & Garden,1004.5,Credit Card
TXN-10197,2025-06-26,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Fashion,472.69,Bank Transfer
TXN-10198,2025-09-18,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Books,251.77,Credit Card
TXN-10199,2025-01-31,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Toys & Games,894.21,Credit Card
TXN-10200,2025-05-20,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Automotive,1113.08,Bank Transfer
TXN-10201,2025-03-20,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Home & Garden,920.04,Debit Card
TXN-10202,2025-06-04,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Toys & Games,1261.64,Credit Card
TXN-10203,2025-01-30,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Books,1270.78,PayPal
TXN-10204,2025-08-25,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Home & Garden,139.17,Debit Card
TXN-10205,2025-10-19,CUST-3176,Emily Smith,emily.smith48@gmail.com,555-959-3346,632 Oak Ln,Chicago,USA,4355-9350-8818-1254,Toys & Games,1467.42,PayPal
TXN-10206,2025-01-12,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Home & Garden,299.6,Debit Card
TXN-10207,2025-06-06,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Electronics,1390.1,Debit Card
TXN-10208,2025-12-27,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Books,474.42,Bank Transfer
TXN-10209,2025-11-13,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Toys & Games,1069.72,Debit Card
TXN-10210,2025-11-28,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Toys & Games,624.14,Bank Transfer
TXN-10211,2025-09-04,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Home & Garden,1437.61,PayPal
TXN-10212,2025-10-22,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Home & Garden,1286.33,Bank Transfer
TXN-10213,2025-04-29,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Fashion,1381.3,PayPal
TXN-10214,2025-10-20,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Fashion,1084.75,Debit Card
TXN-10215,2025-11-12,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Books,768.48,Bank Transfer
TXN-10216,2025-11-15,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Sports,265.5,Credit Card
TXN-10217,2025-07-21,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Sports,431.89,Debit Card
TXN-10218,2025-05-08,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Toys & Games,1406.42,Credit Card
TXN-10219,2025-06-11,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Books,516.78,Debit Card
TXN-10220,2025-03-01,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Toys & Games,1370.12,Bank Transfer
TXN-10221,2025-02-28,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Toys & Games,38.17,Bank Transfer
TXN-10222,2025-06-13,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Sports,367.61,Credit Card
TXN-10223,2025-05-07,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Books,1455.36,Credit Card
TXN-10224,2025-04-27,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Home & Garden,1297.59,Credit Card
TXN-10225,2025-03-15,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Sports,1062.08,Credit Card
TXN-10226,2025-06-18,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Home & Garden,223.76,Bank Transfer
TXN-10227,2025-05-10,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Home & Garden,1272.49,Bank Transfer
TXN-10228,2025-10-17,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Fashion,958.16,Credit Card
TXN-10229,2025-09-21,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Toys & Games,1055.65,Debit Card
TXN-10230,2025-08-31,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Fashion,714.54,PayPal
TXN-10231,2025-11-08,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Automotive,660.71,PayPal
TXN-10232,2025-09-23,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Electronics,1032.5,PayPal
TXN-10233,2025-01-12,CUST-3176,Emily Smith,emily.smith48@gmail.com,555-959-3346,632 Oak Ln,Chicago,USA,4355-9350-8818-1254,Sports,437.49,PayPal
TXN-10234,2025-02-13,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Books,144.03,Bank Transfer
TXN-10235,2025-03-20,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Sports,138.85,Debit Card
TXN-10236,2025-11-05,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Books,211.98,PayPal
TXN-10237,2025-01-19,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Home & Garden,1470.34,Debit Card
TXN-10238,2025-03-21,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Fashion,1324.44,Debit Card
TXN-10239,2025-12-17,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Books,890.21,Bank Transfer
TXN-10240,2025-08-05,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Sports,1480.54,PayPal
TXN-10241,2025-04-06,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Electronics,1391.44,PayPal
TXN-10242,2025-02-18,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Toys & Games,547.97,Debit Card
TXN-10243,2025-05-22,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Books,1298.33,Debit Card
TXN-10244,2025-09-06,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Automotive,1080.2,Bank Transfer
TXN-10245,2025-08-04,CUST-5820,Sarah Davis,sarah.davis94@company.net,555-780-2894,885 Broadway,New York,USA,4780-2146-7646-8437,Toys & Games,469.61,PayPal
TXN-10246,2025-08-18,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Books,442.05,PayPal
TXN-10247,2025-07-16,CUST-9082,Jane Martinez,jane.martinez47@yahoo.com,555-761-9486,656 Park Ave,Houston,USA,4441-8887-9628-7385,Automotive,427.19,PayPal
TXN-10248,2025-07-20,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Sports,146.77,Bank Transfer
TXN-10249,2025-04-02,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Home & Garden,390.56,Bank Transfer
TXN-10250,2025-04-12,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Sports,776.49,Debit Card
TXN-10251,2025-08-13,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Fashion,488.81,PayPal
TXN-10252,2025-03-10,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Sports,16.83,Bank Transfer
TXN-10253,2025-04-11,CUST-1827,Daniel Johnson,daniel.johnson85@hotmail.com,555-880-2207,856 Pine St,Chicago,USA,4034-2629-1582-6476,Toys & Games,263.31,Bank Transfer
TXN-10254,2025-07-28,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Automotive,262.67,PayPal
TXN-10255,2025-10-30,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Automotive,258.08,Credit Card
TXN-10256,2025-02-16,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Sports,87.03,Credit Card
TXN-10257,2025-08-28,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Books,1411.67,Credit Card
TXN-10258,2025-11-23,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Sports,370.63,Bank Transfer
TXN-10259,2025-03-04,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Fashion,1164.07,Credit Card
TXN-10260,2025-07-05,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Books,666.6,PayPal
TXN-10261,2025-05-31,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Fashion,1399.79,PayPal
TXN-10262,2025-09-15,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Automotive,689.81,Bank Transfer
TXN-10263,2025-09-27,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Home & Garden,660.31,Debit Card
TXN-10264,2025-01-18,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Toys & Games,984.83,Bank Transfer
TXN-10265,2025-08-05,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Books,822.31,Bank Transfer
TXN-10266,2025-11-23,CUST-7905,David Rodriguez,david.rodriguez59@hotmail.com,555-604-5400,786 Oak Ln,Los Angeles,USA,4518-4993-6085-5075,Fashion,15.06,Debit Card
TXN-10267,2025-05-07,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Toys & Games,1278.78,Bank Transfer
TXN-10268,2025-09-18,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Toys & Games,1332.26,PayPal
TXN-10269,2025-11-29,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Electronics,59.53,PayPal
TXN-10270,2025-02-02,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Books,1022.86,Credit Card
TXN-10271,2025-03-21,CUST-9765,Jane Rodriguez,jane.rodriguez40@yahoo.com,555-857-8064,187 Main St,Phoenix,USA,4122-9372-8129-5747,Automotive,283.38,Credit Card
TXN-10272,2025-01-01,CUST-9765,Jane Rodriguez,jane.rodriguez40@yahoo.com,555-857-8064,187 Main St,Phoenix,USA,4122-9372-8129-5747,Fashion,1465.12,Bank Transfer
TXN-10273,2025-11-18,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Sports,229.88,Debit Card
TXN-10274,2025-10-19,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Fashion,700.65,Credit Card
TXN-10275,2025-03-10,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Books,200.79,Bank Transfer
TXN-10276,2025-07-16,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Books,947.11,Debit Card
TXN-10277,2025-02-06,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Books,931.39,Bank Transfer
TXN-10278,2025-08-17,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Electronics,532.12,Debit Card
TXN-10279,2025-10-07,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Automotive,1165.78,Debit Card
TXN-10280,2026-01-01,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Electronics,813.61,Debit Card
TXN-10281,2025-07-15,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Electronics,451.67,Bank Transfer
TXN-10282,2025-04-23,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Home & Garden,272.03,PayPal
TXN-10283,2025-01-25,CUST-1743,Daniel Smith,daniel.smith89@yahoo.com,555-322-9664,568 Park Ave,Phoenix,USA,4522-3619-6527-2579,Books,288.33,Debit Card
TXN-10284,2025-10-07,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Automotive,417.55,Debit Card
TXN-10285,2025-04-11,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Sports,1440.46,Credit Card
TXN-10286,2025-07-12,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Home & Garden,447.47,Debit Card
TXN-10287,2025-04-02,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Fashion,1086.16,Credit Card
TXN-10288,2025-04-29,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Home & Garden,1457.17,PayPal
TXN-10289,2025-01-05,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Fashion,237.86,Credit Card
TXN-10290,2025-11-22,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Electronics,1285.74,Bank Transfer
TXN-10291,2025-08-24,CUST-3176,Emily Smith,emily.smith48@gmail.com,555-959-3346,632 Oak Ln,Chicago,USA,4355-9350-8818-1254,Fashion,77.03,Bank Transfer
TXN-10292,2025-12-14,CUST-9082,Jane Martinez,jane.martinez47@yahoo.com,555-761-9486,656 Park Ave,Houston,USA,4441-8887-9628-7385,Electronics,496.53,Debit Card
TXN-10293,2025-03-21,CUST-8253,Jane Garcia,jane.garcia51@yahoo.com,555-722-4597,599 Oak Ln,Chicago,USA,4670-1453-2624-9125,Fashion,343.46,Credit Card
TXN-10294,2025-12-18,CUST-1743,Daniel Smith,daniel.smith89@yahoo.com,555-322-9664,568 Park Ave,Phoenix,USA,4522-3619-6527-2579,Electronics,1408.45,PayPal
TXN-10295,2025-04-19,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Fashion,1287.61,Bank Transfer
TXN-10296,2025-12-29,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Home & Garden,333.37,Credit Card
